id,national_code,title,tga_status,state_code,nominal_hours
1304,CUAWRT602,Edit scripts,Current,AWG44,50
1305,FNSACC301,Process financial transactions and extract interim reports,Current,AUQ00,60
1306,FNSACC302,Administer subsidiary accounts and ledgers,Current,AUQ09,40
1307,FNSACC303,Perform financial calculations,Current,AUX26,30
1308,FNSACC401,Process business tax requirements,Current,AUX05,50
1309,FNSACC402,Prepare operational budgets,Current,AUQ01,40
1310,FNSACC403,Make decisions in a legal context,Current,AUW96,60
1311,FNSACC404,Prepare financial statements for non-reporting entities,Current,AUP53,70
1312,FNSACC405,Maintain inventory records,Current,AUQ10,30
1313,FNSACC406,Set up and operate a computerised accounting system,Current,AUQ06,70
1314,FNSACC407,Produce job costing information,Current,AUQ07,40
1315,FNSACC501,Provide financial and business performance information,Current,AUQ11,50
1316,FNSACC502,Prepare tax documentation for individuals,Current,AUQ08,70
1317,FNSACC503,Manage budgets and forecasts,Current,AUQ12,50
1318,FNSACC504,Prepare financial reports for corporate entities,Current,AUQ16,65
1319,FNSACC505,Establish and maintain accounting information systems,Current,AUQ17,40
1320,FNSACC506,Implement and maintain internal control procedures,Current,AUQ21,20
1321,FNSACC507,Provide management accounting information,Current,AUQ14,60
1322,FNSACC601,Prepare and administer tax documentation for legal entities,Current,AUQ15,80
1323,FNSACC602,Audit and report on financial systems and records,Current,AUQ22,40
1324,FNSACC603,Implement tax plans and evaluate tax obligations,Current,AUQ13,60
1325,FNSACC604,Monitor corporate governance activities,Current,AUQ24,60
1326,FNSACC605,Implement organisational improvement programs,Current,AUQ29,40
1327,FNSACC606,Conduct internal audit,Current,AUQ30,40
1328,FNSACC607,Evaluate business performance,Current,AUQ19,55
1329,FNSACC608,Evaluate organisationâ€™s financial performance,Current,AUQ20,55
1330,FNSACC609,Evaluate financial risk,Current,AUQ18,35
1331,FNSACC610,Develop and implement financial strategies,Current,AUQ23,55
1332,FNSACC611,Implement an insolvency program,Current,AUQ32,80
1333,FNSACC612,Implement reconstruction plan,Current,AUQ25,80
1334,FNSACC613,Prepare and analyse management accounting information,Current,AUX13,60
1335,FNSACC614,Prepare complex corporate financial reports,Current,AUQ27,60
1336,FNSACM301,Administer financial accounts,Current,AUQ35,20
1337,FNSACM302,"Prepare, match and process receipts",Current,AUQ37,10
1338,FNSACM303,Process payment documentation,Current,AUQ28,10
1339,FNSACM401,Evaluate and authorise payment requests,Current,AUQ26,10
1340,FNSASIC301,Establish client relationship and analyse needs,Current,AUQ38,40
1341,FNSASIC302,"Develop, present and negotiate client solutions",Current,AUQ31,40
1342,FNSASIC303,Provide advice on first home saver account deposit products and non-cash payments,Current,AUQ34,45
1343,FNSASIC304,Provide Tier 2 general advice in general insurance,Current,AUQ40,45
1344,FNSASIC305,Provide Tier 2 personal advice in general insurance,Current,AUQ36,45
1345,FNSASIC305,Provide Tier 2 personal advice in general insurance,Current,AUQ36,45
1346,FNSASICL503,Provide advice in the regulated emissions market,Current,AUQ39,60
1347,FNSASICL503,Provide advice in the regulated emissions market,Current,AUQ39,60
1348,FNSASICM503,Provide Tier 1 personal advice in life insurance,Current,AUQ45,45
1349,FNSASICM503,Provide Tier 1 personal advice in life insurance,Current,AUQ45,45
1350,FNSASICN503,Provide Tier 1 personal advice in general insurance,Current,AUQ33,45
1351,FNSASICN503,Provide Tier 1 personal advice in general insurance,Current,AUQ33,45
1352,FNSASICO503,Provide Tier 1 general advice in general insurance,Current,AUQ42,45
1353,FNSASICO503,Provide Tier 1 general advice in general insurance,Current,AUQ42,45
1354,FNSASICQ503,Provide advice in first home saver market linked accounts,Current,AUQ46,45
1355,FNSASICQ503,Provide advice in first home saver market linked accounts,Current,AUQ46,45
1356,FNSASICR503,Provide advice in margin lending,Current,AUQ41,45
1357,FNSASICR503,Provide advice in margin lending,Current,AUQ41,45
1358,FNSASICS503,Provide advice in foreign exchange,Current,AUQ43,50
1359,FNSASICS503,Provide advice in foreign exchange,Current,AUQ43,50
1360,FNSASICT503,Provide advice in managed investments,Current,AUQ55,50
1361,FNSASICT503,Provide advice in managed investments,Current,AUQ55,50
1362,FNSASICU503,Provide advice in superannuation,Current,AUQ47,50
1363,FNSASICU503,Provide advice in superannuation,Current,AUQ47,50
1364,FNSASICV503,Provide advice in derivatives,Current,AUQ51,50
1365,FNSASICV503,Provide advice in derivatives,Current,AUQ51,50
1366,FNSASICW503,Provide advice in securities,Current,AUQ52,50
1367,FNSASICW503,Provide advice in securities,Current,AUQ52,50
1368,FNSASICX503,Provide advice in life insurance,Current,AUQ44,50
1369,FNSASICX503,Provide advice in life insurance,Current,AUQ44,50
1370,FNSASICY503,Provide advice in insurance broking,Current,AUQ49,45
1371,FNSASICY503,Provide advice in insurance broking,Current,AUQ49,45
1372,FNSASICZ503,Provide advice in financial planning,Current,AUQ48,50
1373,FNSASICZ503,Provide advice in financial planning,Current,AUQ48,50
1374,FNSBKG401,Develop and implement policies and procedures relevant to bookkeeping activities,Current,AUQ50,55
1375,FNSBKG401,Develop and implement policies and procedures relevant to bookkeeping activities,Current,AUQ50,55
1376,FNSBKG402,Establish and maintain a cash accounting system,Current,AUQ54,50
1377,FNSBKG402,Establish and maintain a cash accounting system,Current,AUQ54,50
1378,FNSBKG403,Establish and maintain an accrual accounting system,Current,AUQ53,50
1379,FNSBKG403,Establish and maintain an accrual accounting system,Current,AUQ53,50
1380,FNSBKG404,Carry out business activity and instalment activity statement tasks,Current,AUQ58,40
1381,FNSBKG404,Carry out business activity and instalment activity statement tasks,Current,AUQ58,40
1382,FNSBKG405,Establish and maintain a payroll system,Current,AUQ71,35
1383,FNSBKG405,Establish and maintain a payroll system,Current,AUQ71,35
1384,FNSCRD504,Manage the credit relationship,Current,AUQ72,35
1385,FNSCRD505,Respond to corporate insolvency situations,Current,AUQ73,35
1386,FNSCUS301,Respond to customer enquiries,Current,AUQ77,20
1387,FNSCUS401,Participate in negotiations,Current,AUQ76,20
1388,FNSCUS402,Resolve disputes,Current,AUQ80,30
1389,FNSCUS403,Deliver a professional service to customers,Current,AUQ84,30
1390,FNSCUS501,"Develop and nurture relationships with clients, other professionals and third party referrers",Current,AUQ81,80
1391,FNSCUS502,Monitor client requirements,Current,AUQ82,40
1392,FNSCUS503,Review business performance,Current,AUQ83,50
1393,FNSCUS504,Manage premium customer relationships,Current,AUQ95,60
1394,FNSCUS505,Determine client requirements and expectations,Current,AUQ87,60
1395,FNSCUS506,Record and implement client instructions,Current,AUQ89,60
1396,FNSCUS601,"Establish, manage and monitor key relationships",Current,AUQ92,50
1397,FNSFLT201,Develop and use a personal budget,Current,AUQ86,20
1398,FNSFLT202,Develop and use a savings plan,Current,AUQ97,20
1399,FNSFLT203,Develop knowledge of debt and consumer credit,Current,AUQ88,25
1400,FNSFLT204,Develop knowledge of superannuation,Current,AUQ91,40
1401,FNSFLT205,Develop knowledge of the Australian financial system and markets,Current,AUR00,40
1402,FNSFLT206,Develop knowledge of taxation,Current,AUQ98,35
1403,FNSFLT301,Be MoneySmart,Current,AUQ99,35
1404,FNSFLT401,Be MoneySmart through a career in small business,Current,AUQ94,35
1405,FNSFLT501,Assist customers to budget and manage own finances,Current,AUR06,40
1406,FNSFLT502,Facilitate customer awareness of the Australian financial system and markets,Current,AUQ90,40
1407,FNSFLT503,Promote basic financial literacy skills,Current,AUR32,30
1408,FNSFLT504,Facilitate customer knowledge of personal financial statements,Current,AUQ93,30
1409,FNSFLT505,Facilitate customer or employee knowledge of superannuation as an investment tool,Current,AUQ96,60
1410,FNSFMB401,Prepare loan application on behalf of finance or mortgage broking clients,Current,AUR04,20
1411,FNSFMB402,Identify client needs for broking services,Current,AUR08,20
1412,FNSFMB403,Present broking options to client,Current,AUR02,20
1413,FNSFMB501,Settle applications and loan arrangements in the finance and mortgage broking industry,Current,AUR01,15
1414,FNSFMB502,Identify and develop broking options for clients with complex needs,Current,AUR07,60
1415,FNSFMB503,Present broking options to client with complex needs,Current,AUR10,50
1416,FNSFMB504,Implement complex loan structures,Current,AUR03,50
1417,FNSFMK401,Reconcile financial transactions,Current,AUR09,20
1418,FNSFMK402,Develop and maintain knowledge of financial markets products,Current,AUX19,35
1419,FNSFMK403,Interpret financial markets information,Current,AUR05,35
1420,FNSFMK501,Analyse financial markets and information,Current,AUR12,60
1421,FNSFMK502,Analyse financial market products for client,Current,AUR13,45
1422,FNSFMK503,Advise clients on financial risk,Current,AUR16,60
1423,FNSFMK504,Complete confirmation and settlement processes,Current,AUR15,40
1424,FNSFMK505,Comply with financial services regulation and industry codes of practice,Current,AUR11,40
1425,FNSFMK506,Detect errors and fraud when processing financial transactions,Current,AUR14,55
1426,FNSFMK507,Analyse risk mitigation in the operations process,Current,AUR20,55
1427,FNSFMK508,Monitor and process collateral,Current,AUR19,60
1428,FNSFMK509,Process transaction documentation,Current,AUR27,55
1429,FNSFMK510,Prepare trading strategies for clients,Current,AUX11,60
1430,FNSFMK511,Apply limits when trading,Current,AUR26,55
1431,FNSFMK512,Apply knowledge of emissions markets,Current,AUR23,50
1432,FNSFMK601,Price financial transactions,Current,AUR28,60
1433,FNSFMK602,Hedge financial products,Current,AUR17,70
1434,FNSFPL401,Extract and analyse information on specified financial strategies and products,Current,AUX20,50
1435,FNSFPL402,Prepare financial plans to set strategies and guidelines,Current,AUR21,50
1436,FNSFPL403,Implement financial plans to predetermined guidelines,Current,AUR18,40
1437,FNSFPL501,Comply with financial planning practice ethical and operational guidelines and regulations,Current,AUR22,50
1438,FNSFPL502,Conduct financial planning analysis and research,Current,AUX27,50
1439,FNSFPL503,Develop and prepare financial plan,Current,AUR66,60
1440,FNSFPL504,Implement financial plan,Current,AUR25,50
1441,FNSFPL505,Review financial plans and provide ongoing service,Current,AUR40,40
1442,FNSFPL506,Determine client financial requirements and expectations,Current,AUR24,60
1443,FNSFPL507,Provide financial planning advice,Current,AUR46,50
1444,FNSFPL508,Conduct complex financial planning research,Current,AUR38,50
1445,FNSFPL601,Provide technical and professional guidance,Current,AUR49,40
1446,FNSFPL602,Determine client requirements and expectations for clients with complex needs,Current,AUR48,50
1447,FNSFPL603,Provide comprehensive monitoring and ongoing service,Current,AUR33,40
1448,FNSFPL604,Develop complex and innovative financial planning strategies,Current,AUR34,50
1449,FNSFPL605,Present and negotiate complex and innovative financial plans,Current,AUR35,40
1450,FNSFPL606,Implement complex and innovative financial plans,Current,AUR31,50
1451,FNSIAD301,Provide general advice on financial products and services,Current,AUR43,30
1452,FNSIAD501,"Provide appropriate services, advice and products to clients",Current,AUR30,120
1453,FNSIAD502,Provide appropriate and timely information and advice to clients,Current,AUR29,70
1454,FNSIBK302,Provide general advice in general insurance broking products and services,Current,AUR37,35
1455,FNSIBK401,"Research, analyse and report information in insurance broking",Current,AUR36,35
1456,FNSIBK402,Implement new or renewed insurance program for insurance broking clients,Current,AUR39,35
1457,FNSIBK403,Place client insurances with insurer and confirm insurance cover with clients,Current,AUR59,35
1458,FNSIBK404,Provide a claims service to an insurance broking client,Current,AUR41,30
1459,FNSIBK405,Meet industry and legislative guidelines and organisational procedures relating to insurance broking,Current,AUR42,35
1460,FNSIBK406,Deliver professional insurance broking services,Current,AUR44,35
1461,FNSIBK507,Review service performance,Current,AUR54,55
1462,FNSIBK508,Implement changes to broking client's insurance program,Current,AUR45,55
1463,FNSIBK512,Negotiate complex claims settlement for insurance broking client,Current,AUR52,40
1464,FNSIBK513,Prepare a submission for new business,Current,AUR50,55
1465,FNSIBK514,Manage a complex risk portfolio for a broking client,Current,AUR62,70
1466,FNSIBK515,Monitor broking client requirements and establish loss control programs,Current,AUR53,70
1467,FNSIBK601,Develop guidelines for broking services,Current,AUR51,70
1468,FNSIBK602,Manage implementation of broking service support systems,Current,AUR47,80
1469,FNSIBK603,"Manage contractual, legislative and code of practice obligations and requirements",Current,AUR58,70
1470,FNSIBK604,Manage a sales plan for insurance broking services,Current,AUR64,70
1471,FNSIBK606,Manage compliance requirements for an insurance broking business,Current,AUR65,60
1472,FNSIBK607,Lead ethical work practices in an insurance brokerage,Current,AUR61,70
1473,FNSIBK608,Establish and maintain strategic networks and collaborative relationships,Current,AUR71,70
1474,FNSIGN401,Provide technical guidance,Current,AUR56,80
1475,FNSIGN402,Inspect quality of work,Current,AUW98,80
1476,FNSIGN403,Estimate jobs,Current,AUR57,120
1477,FNSIGN404,Inspect damage and develop scope of work,Current,AUR76,120
1478,FNSIGN406,Inspect property for saleable items and determine their value,Current,AUR55,30
1479,FNSILA501,Plan and implement loss investigation,Current,AUS06,120
1480,FNSILA502,Evaluate collected information,Current,AUR60,120
1481,FNSILA503,Report findings and provide guidance to involved parties,Current,AUR63,80
1482,FNSILA504,Negotiate and effect settlement,Current,AUR73,60
1483,FNSILA505,Provide ancillary services,Current,AUX06,60
1484,FNSILD501,Prepare a distribution plan,Current,AUR69,60
1485,FNSILD502,Resource a distribution plan,Current,AUR67,60
1486,FNSILD503,Establish services to provide advice,Current,AUR79,50
1487,FNSILD504,Implement and manage the distribution plan,Current,AUR68,50
1488,FNSILF302,Process a life insurance application,Current,AUP52,20
1489,FNSILF303,Issue a life insurance policy,Current,AUR85,20
1490,FNSILF401,Contribute to the life risk underwriting process,Current,AUR87,50
1491,FNSILF402,Settle policy payments and terminations,Current,AUR88,50
1492,FNSILF403,Develop and maintain in-depth knowledge of products and services used by the life insurance sector,Current,AUW99,50
1493,FNSILF404,Process requests for policy alterations and assignments,Current,AUR84,30
1494,FNSILF405,Evaluate life insurance claims,Current,AUR70,40
1495,FNSILF406,Collect and manage information to facilitate claims assessment,Current,AUR75,40
1496,FNSILF407,Settle life insurance claims,Current,AUR72,40
1497,FNSILF408,Process life insurance contract maturity and surrender payment requests,Current,AUR74,30
1498,FNSILF501,Assess extraordinary risks,Current,AUR83,60
1499,FNSILF502,Underwrite complex medical risks,Current,AUR77,50
1500,FNSILF503,Underwrite complex non-medical risks,Current,AUR81,50
1501,FNSILF504,Manage complex life insurance claims,Current,AUR80,45
1502,FNSILF505,Manage ongoing disability claims,Current,AUR78,45
1503,FNSILF506,Manage group life insurance claims,Current,AUR90,45
1504,FNSILF507,Manage group life insurance policy administration,Current,AUS04,45
1505,FNSINC301,Work effectively in the financial services industry,Current,AUR92,45
1506,FNSINC401,Apply principles of professional practice to work in the financial services industry,Current,AUR82,20
1507,FNSINC402,Develop and maintain in-depth knowledge of products and services used by an organisation or sector,Current,AUR86,40
1508,FNSINC501,Conduct product research to support recommendations,Current,AUR89,80
1509,FNSINC502,Assess financial products and services vulnerability to money laundering and terrorism financing,Current,AUR91,70
1510,FNSINC601,Apply economic principles to work in the financial services industry,Current,AUR93,55
1511,FNSINC602,Interpret and use financial statistics and tools,Current,AUP48,55
1512,FNSISV301,Evaluate risk for renewal business,Current,AUS11,30
1513,FNSISV302,Process alteration to insurance policy,Current,AUS05,20
1514,FNSISV303,Issue contract of insurance,Current,AUR94,20
1515,FNSISV304,Issue insurance renewal advice,Current,AUS09,10
1516,FNSISV305,Issue insurance cancellation advice,Current,AUR97,10
1517,FNSISV306,Receive and record or register a claim,Current,AUS12,20
1518,FNSISV307,Follow organisation procedures to process claim,Current,AUS08,10
1519,FNSISV308,Process facultative and treaty reinsurance claims,Current,AUR98,40
1520,FNSISV309,Settle insurance claims,Current,AUR95,40
1521,FNSISV310,Process insurance claims payments,Current,AUS00,20
1522,FNSISV401,Evaluate risk for new business,Current,AUS17,40
1523,FNSISV402,Underwrite new business,Current,AUS01,50
1524,FNSISV403,Survey potential risk exposure,Current,AUR96,100
1525,FNSISV404,Underwrite renewal business,Current,AUS10,50
1526,FNSISV405,Analyse insurance claims,Current,AUX01,60
1527,FNSISV406,Use specialist terminology in insurance claims,Current,AUS07,30
1528,FNSISV407,Use medical terminology in an insurance context,Current,AUS23,40
1529,FNSISV501,Issue contracts of insurance covering non-routine and complex situations,Current,AUR99,50
1530,FNSISV502,Review operational performance of the portfolio,Current,AUS02,100
1531,FNSISV503,Undertake post-loss risk management,Current,AUS03,100
1532,FNSISV504,Negotiate treaty reinsurance,Current,AUS13,40
1533,FNSISV505,Determine risk rating for investment and insurance products,Current,AUS33,50
1534,FNSISV506,Investigate insurance claims,Current,AUS29,60
1535,FNSISV507,Implement claim recovery procedures,Current,AUS18,50
1536,FNSISV508,"Review and advise on claims costs, policies and procedures",Current,AUS19,60
1537,FNSISV509,"Analyse financial, medical and psychological claims assessments",Current,AUS34,60
1538,FNSISV510,Manage non-routine and complex claims,Current,AUS21,50
1539,FNSISV511,Settle non-routine and complex claims,Current,AUS16,30
1540,FNSISV512,Work with legal teams to resolve complex claims,Current,AUS36,80
1541,FNSISV513,Provide decisions on legal liability and indemnity of a claim,Current,AUS40,60
1542,FNSISV514,Review and update claim reserves in portfolio,Current,AUS14,40
1543,FNSISV515,Evaluate and report on status of claims portfolio,Current,AUS15,50
1544,FNSISV516,Allocate authorities and guidelines for distribution,Current,AUS20,80
1545,FNSISV517,Review claims settlement policies and procedures,Current,AUS30,60
1546,FNSMCA301,Collect debts,Current,AUS22,40
1547,FNSMCA302,Repossess property,Current,AUS26,40
1548,FNSMCA303,Serve legal process,Current,AUS27,30
1549,FNSMCA304,Locate subjects,Current,AUS24,20
1550,FNSMCA401,Develop and document case recommendations,Current,AUS25,20
1551,FNSMCA402,Initiate legal recovery of debts,Current,AUS38,40
1552,FNSORG301,Administer fixed asset register,Current,AUS28,40
1553,FNSORG401,Conduct individual work within a compliance framework,Current,AUS42,40
1554,FNSORG501,Develop and manage a budget,Current,AUS35,50
1555,FNSORG502,Develop and monitor policy and procedures,Current,AUS41,50
1556,FNSORG503,Develop a resource plan,Current,AUS31,50
1557,FNSORG504,Monitor and supervise work practices to meet financial services regulatory requirements,Current,AUS32,60
1558,FNSORG505,Prepare financial reports to meet statutory requirements,Current,AUS46,50
1559,FNSORG506,Prepare financial forecasts and projections,Current,AUS37,60
1560,FNSORG507,Manage client service and business information,Current,AUS50,100
1561,FNSORG508,Analyse and comment on management reports,Current,AUS39,40
1562,FNSORG601,Negotiate to achieve goals and manage disputes,Current,AUS45,40
1563,FNSORG602,Develop and manage financial systems,Current,AUS52,60
1564,FNSORG603,Establish and prepare operational guidelines in a financial services organisation,Current,AUS53,50
1565,FNSORG604,Establish outsourced services and monitor performance,Current,AUP50,40
1566,FNSPIM301,Process benefit payments,Current,AUS66,30
1567,FNSPIM302,Determine claim liability,Current,AUS57,20
1568,FNSPIM303,Work within the personal injury management sector,Current,AUS44,35
1569,FNSPIM304,Assess and determine ongoing entitlements,Current,AUS49,60
1570,FNSPIM401,Plan and implement rehabilitation and return to work and health strategies,Current,AUS54,100
1571,FNSPIM403,Educate clients on personal injury management issues,Current,AUS48,100
1572,FNSPIM404,Assist clients with job placement,Current,AUX24,70
1573,FNSPIM405,Facilitate a return to work,Current,AUS68,55
1574,FNSPIM406,Develop and maintain knowledge of personal injury management insurance,Current,AUS47,35
1575,FNSPIM407,Register policy,Current,AUS56,25
1576,FNSPIM408,Renew and maintain policy,Current,AUS43,20
1577,FNSPIM409,Maintain customer relationship,Current,AUS55,25
1578,FNSPIM410,"Collect, assess and use information",Current,AUS51,20
1579,FNSPIM412,Participate in formal communication processes,Current,AUS75,30
1580,FNSPIM413,Assist with preparations for conciliation and review hearings,Current,AUS62,30
1581,FNSPIM414,Manage personal injury claims,Current,AUS59,55
1582,FNSPIM415,Manage personal injury case loads,Current,AUS67,55
1583,FNSPIM501,Develop a return to work or injury management strategy,Current,AUS58,80
1584,FNSPIM502,Facilitate workplace assessment with stakeholders for personal injury cases,Current,AUS76,60
1585,FNSPIM503,Represent personal injury management agent or insurer at conciliation and review hearings,Current,AUS61,45
1586,FNSPIM504,Manage impairment benefit claims,Current,AUS74,55
1587,FNSPIM505,Use medical knowledge in the management of personal injury claims,Current,AUS60,35
1588,FNSPRM601,"Establish, supervise and monitor practice systems to conform with legislation and regulations",Current,AUS64,60
1589,FNSPRM602,Improve the practice,Current,AUS63,60
1590,FNSPRM603,Grow the practice,Current,AUS70,60
1591,FNSPRM604,"Prepare, supervise and monitor application of practice guidelines",Current,AUS81,60
1592,FNSPRM605,"Establish or review marketing, client services and supplier relationships",Current,AUS65,80
1593,FNSPRM606,"Establish or review human resources, administration and information support",Current,AUP51,80
1594,FNSPRT301,Establish entitlements to an intestate estate,Current,AUX04,30
1595,FNSPRT302,Administer a non-complex estate,Current,AUX18,50
1596,FNSPRT303,Administer a non-complex trust,Current,AUS73,45
1597,FNSPRT402,Prepare a will,Current,AUS83,60
1598,FNSPRT403,Administer a complex estate,Current,AUS78,60
1599,FNSPRT404,Administer a trust dealing with complex matters,Current,AUS71,60
1600,FNSPRT405,Establish powers of attorney or financial administration orders,Current,AUS69,50
1601,FNSPRT406,Administer powers of attorney or financial administration orders,Current,AUS72,50
1602,FNSPRT501,Advise clients on trust structures,Current,AUS77,60
1603,FNSPRT502,Advise clients in estate planning,Current,AUS90,60
1604,FNSPRT503,"Assess, allocate and supervise work within the personal trustee sector",Current,AUS80,60
1605,FNSRSK401,Implement risk management strategies,Current,AUS87,35
1606,FNSRSK501,Undertake risk identification,Current,AUS94,40
1607,FNSRSK502,Assess risks,Current,AUS85,40
1608,FNSRSK601,Develop and implement risk mitigation plan,Current,AUS79,50
1609,FNSRSK602,Determine and manage risk exposure strategies,Current,AUS93,50
1610,FNSRTS301,Provide customer service in a retail agency,Current,AUT03,40
1611,FNSRTS302,Handle foreign currency transactions,Current,AUS88,50
1612,FNSRTS303,Balance retail transactions,Current,AUS89,30
1613,FNSRTS304,Administer debit card services,Current,AUS82,30
1614,FNSRTS305,Process customer accounts,Current,AUS84,30
1615,FNSRTS306,Process customer transactions,Current,AUT10,30
1616,FNSRTS307,Maintain Automatic Teller Machine (ATM) services,Current,AUS91,10
1617,FNSRTS308,Balance cash holdings,Current,AUT06,20
1618,FNSRTS309,Maintain main bank account,Current,AUT05,20
1619,FNSRTS401,Manage credit card services,Current,AUS96,40
1620,FNSRTS402,Prepare government returns and reports,Current,AUS95,15
1621,FNSSAM301,Identify opportunities for cross-selling products and services,Current,AUS92,30
1622,FNSSAM401,Sell financial products and services,Current,AUT11,40
1623,FNSSAM402,Implement a sales plan,Current,AUS99,60
1624,FNSSAM403,Prospect for new clients,Current,AUS98,15
1625,FNSSAM501,Apply advanced selling techniques to selling of financial products and services,Current,AUT00,50
1626,FNSSAM502,Assess market needs,Current,AUS97,60
1627,FNSSAM503,Monitor market opportunities,Current,AUT13,30
1628,FNSSAM601,Monitor performance in sales of financial products or services,Current,AUT01,40
1629,FNSSAM602,Identify and evaluate marketing opportunities in the financial services industry,Current,AUT04,80
1630,FNSSAM603,Tailor financial products to meet customer needs,Current,AUT02,50
1631,FNSSAM604,Establish agreements with intermediaries for product distribution,Current,AUT15,80
1632,FNSSMS401,Process self-managed superannuation contribution,Current,AUT23,40
1633,FNSSMS501,Invest self-managed superannuation funds assets,Current,AUT09,60
1634,FNSSMS502,Manage changes to fund structure,Current,AUT18,50
1635,FNSSMS503,Manage administration activities of a superannuation fund,Current,AUT17,70
1636,FNSSMS504,Meet self-managed superannuation fund compliance requirements,Current,AUT20,50
1637,FNSSMS505,Support trustee in the selection and performance monitoring of outsourced services,Current,AUT07,50
1638,FNSSMS601,Provide advice in self-managed superannuation funds,Current,AUT08,100
1639,FNSSMS602,Consider taxation requirements when advising in self-managed superannuation funds,Current,AUT25,80
1640,FNSSMS603,Apply legislative and operational requirements to advising in self-managed superannuation funds,Current,AUT12,120
1641,FNSSUP301,Process superannuation fund payments,Current,AUT16,30
1642,FNSSUP302,"Establish, maintain and process superannuation records",Current,AUT30,30
1643,FNSSUP303,Process superannuation contributions,Current,AUT19,20
1644,FNSSUP304,Process superannuation rollover benefits,Current,AUT14,20
1645,FNSSUP305,Implement member investment instructions,Current,AUT26,30
1646,FNSSUP306,Terminate superannuation plans,Current,AUT22,30
1647,FNSSUP401,Process complex superannuation benefit or insurance claim,Current,AUT27,40
1648,FNSSUP402,Assist in meeting superannuation compliance requirements,Current,AUT21,50
1649,FNSSUP404,Establish and customise employer accounts,Current,AUP43,30
1650,FNSSUP406,Establish and maintain fund or plan,Current,AUT24,65
1651,FNSSUP407,Assess complex superannuation benefit or insurance claims,Current,AUT31,50
1652,FNSSUP408,Participate in fund review practices,Current,AUT34,45
1653,FNSSUP501,Supervise complaints procedures,Current,AUP54,50
1654,FNSSUP502,Supervise insurer liaison,Current,AUP55,45
1655,FNSSUP503,Develop client relationships with employers and establish superannuation systems,Current,AUT29,60
1656,FNSSUP504,Provide advanced customer service to superannuation clients,Current,AUT36,50
1657,FNSSUP505,Produce reports for superannuation,Current,AUT32,80
1658,FNSSUP506,Supervise and monitor operational guidelines in a superannuation organisation,Current,AUT33,50
1659,FNSSUP507,Review compliance with regulatory and contractual requirements,Current,AUT37,80
1660,FNSSUP508,Provide effective information to members,Current,AUT41,60
1661,FNSSUP509,Work within a defined benefit fund,Current,AUT35,50
1662,FNSSUP510,Supervise insurance tender process,Current,AUT51,45
1663,FNSSUP601,Liaise with and support trustees,Current,AUT38,60
1664,FNSSUP602,Manage official complaints procedures and proceedings,Current,AUT39,70
1665,FNSSUP603,Integrate investment strategy with fund operations,Current,AUT42,80
1666,FNSTPB503,Apply legal principles in contract and consumer law,Current,AUT40,55
1667,FNSTPB504,Apply legal principles in corporations and trust law,Current,AUT53,60
1668,FNSTPB505,Apply legal principles in property law,Current,AUT43,60
1669,FNSTPB506,Apply taxation requirements when providing tax (financial) advice services,Current,AUT48,55
1670,FNSTPB507,Apply legal principles in commercial law when providing tax (financial) advice services,Current,AUT46,55
1671,ICTDBS401,Identify physical database requirements,Current,AUX21,35
1672,ICTDBS402,Complete database backup and restore,Current,AUT45,25
1673,ICTDBS403,Create basic databases,Current,AUT57,40
1674,ICTDBS404,Identify and resolve common database performance problems,Current,AUT44,25
1675,ICTDBS407,Monitor physical database implementation,Current,AUT49,20
1676,ICTDBS408,Link an RFID system to a database,Current,AUT54,25
1677,ICTDBS409,Monitor and administer a database,Current,AUT47,25
1678,ICTDBS412,Build a database,Current,AUT52,30
1679,ICTDBS501,Monitor and improve knowledge management system,Current,AUT59,30
1680,ICTDBS502,Design a database,Current,AUT67,50
1681,ICTDBS503,Create a data warehouse,Current,AUT58,30
1682,ICTDBS504,Integrate database with a website,Current,AUP56,25
1683,ICTDBS601,Build a data warehouse,Current,AUP44,80
1684,ICTDBS602,Develop a knowledge management strategy,Current,AUT50,80
1685,ICTDBS603,Determine suitability of database functionality and scalability,Current,AUX03,30
1686,ICTDMT401,Create visual design components for digital media,Current,AUT72,50
1687,ICTDMT402,Produce interactive animation,Current,AUT74,60
1688,ICTDMT403,Produce and edit digital images,Current,AUT60,40
1689,ICTDMT501,Incorporate and edit digital video,Current,AUT55,50
1690,ICTGAM301,Apply simple modelling techniques,Current,AUT61,50
1691,ICTGAM302,Design and apply simple textures to digital art,Current,AUT62,50
1692,ICTGAM303,Review and apply the principles of animation,Current,AUT56,60
1693,ICTGAM401,Produce an interactive game,Current,AUT63,60
1694,ICTGAM402,Identify and apply principles of games design and game playing,Current,AUT65,40
1695,ICTGAM403,Create design documents for interactive games,Current,AUT66,30
1696,ICTGAM404,Apply artificial intelligence in game development,Current,AUT68,60
1697,ICTGAM405,Write story and content for digital games,Current,AUT64,30
1698,ICTGAM406,Create visual design components for interactive games,Current,AUT78,50
1699,ICTGAM407,Write scripts for interactive games,Current,AUT69,60
1700,ICTGAM408,Use 3-D animation interface and toolsets,Current,AUT71,40
1701,ICTGAM409,Create 3-D characters for interactive games,Current,AUT70,50
1702,ICTGAM410,Develop 3-D components for interactive games,Current,AUT76,50
1703,ICTGAM412,Design interactive media,Current,AUT75,40
1704,ICTGAM413,Design and create 3-D digital models,Current,AUT80,50
